date,part_number,vehicle_type,vehicle_model,warehouse_id,demand_type,demand_qty,shipped_qty,backorder_qty,on_hand_inventory,in_transit_inventory,safety_stock,warehouse_capacity,labor_utilization,promotion_flag,weather_index,fuel_price_index,is_holiday,day_of_week,week_of_year,month
2023-03-23,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,38,35,3,262,0,120,25000,1.0,0,46.1,3.53,0,4,12,3
2023-03-23,PN005,Passenger,Hatch_C,WH_2,Erratic,67,0,67,2,0,90,25000,0.6342,0,46.1,3.53,0,4,12,3
2023-03-23,PN006,SUV,SUV_X,WH_3,Erratic,6,0,6,2,0,93,25000,0.7046,0,46.1,3.53,0,4,12,3
2023-03-23,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9858,0,46.1,3.53,0,4,12,3
2023-03-23,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,3,0,52,25000,0.579,0,46.1,3.53,0,4,12,3
2023-03-24,PN000,Passenger,Sedan_A,WH_1,Smooth,141,0,141,2,0,120,25000,0.8338,0,46.1,3.53,0,5,12,3
2023-03-24,PN001,SUV,SUV_Y,WH_2,Smooth,105,0,105,2,0,127,25000,0.6029,0,46.1,3.53,0,5,12,3
2023-03-24,PN002,Truck,Truck_T1,WH_3,Smooth,46,0,46,2,0,120,25000,0.6246,0,46.1,3.53,0,5,12,3
2023-03-24,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,396,0,123,25000,0.576,0,46.1,3.53,0,5,12,3
2023-03-24,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,37,34,3,228,0,120,25000,1.0,0,46.1,3.53,0,5,12,3
2023-03-24,PN005,Passenger,Hatch_C,WH_2,Erratic,61,0,61,2,0,90,25000,0.6302,0,46.1,3.53,0,5,12,3
2023-03-24,PN006,SUV,SUV_X,WH_3,Erratic,86,0,86,2,0,93,25000,0.662,0,46.1,3.53,0,5,12,3
2023-03-24,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9777,0,46.1,3.53,0,5,12,3
2023-03-24,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,3,0,52,25000,0.5655,0,46.1,3.53,0,5,12,3
2023-03-25,PN000,Passenger,Sedan_A,WH_1,Smooth,146,0,146,2,0,120,25000,0.8004,0,46.1,3.53,0,6,12,3
2023-03-25,PN001,SUV,SUV_Y,WH_2,Smooth,111,0,111,2,0,127,25000,0.63,0,46.1,3.53,0,6,12,3
2023-03-25,PN002,Truck,Truck_T1,WH_3,Smooth,57,0,57,2,0,120,25000,0.638,0,46.1,3.53,0,6,12,3
2023-03-25,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,396,0,123,25000,0.5963,0,46.1,3.53,0,6,12,3
2023-03-25,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,228,0,120,25000,1.0,0,46.1,3.53,0,6,12,3
2023-03-25,PN005,Passenger,Hatch_C,WH_2,Erratic,105,0,105,2,0,90,25000,0.6935,0,46.1,3.53,0,6,12,3
2023-03-25,PN006,SUV,SUV_X,WH_3,Erratic,120,0,120,2,0,93,25000,0.6844,0,46.1,3.53,0,6,12,3
2023-03-25,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9792,0,46.1,3.53,0,6,12,3
2023-03-25,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,3,0,52,25000,0.5976,0,46.1,3.53,0,6,12,3
2023-03-26,PN000,Passenger,Sedan_A,WH_1,Smooth,151,0,151,2,0,120,25000,0.8256,0,46.1,3.53,0,7,12,3
2023-03-26,PN001,SUV,SUV_Y,WH_2,Smooth,98,0,98,2,0,127,25000,0.605,0,46.1,3.53,0,7,12,3
2023-03-26,PN002,Truck,Truck_T1,WH_3,Smooth,57,0,57,2,0,120,25000,0.6608,0,46.1,3.53,0,7,12,3
2023-03-26,PN003,EV,EV_E2,WH_4,Intermittent,21,19,2,377,0,123,25000,0.5649,0,46.1,3.53,0,7,12,3
2023-03-26,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,39,36,3,192,0,120,25000,1.0,0,46.1,3.53,0,7,12,3
2023-03-26,PN005,Passenger,Hatch_C,WH_2,Erratic,74,0,74,2,0,90,25000,0.6571,0,46.1,3.53,0,7,12,3
2023-03-26,PN006,SUV,SUV_X,WH_3,Erratic,89,0,89,2,0,93,25000,0.6955,0,46.1,3.53,0,7,12,3
2023-03-26,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9821,0,46.1,3.53,0,7,12,3
2023-03-26,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,3,0,52,25000,0.6116,0,46.1,3.53,0,7,12,3
2023-03-27,PN000,Passenger,Sedan_A,WH_1,Smooth,150,0,150,2,0,120,25000,0.8135,0,46.1,3.53,0,1,13,3
2023-03-27,PN001,SUV,SUV_Y,WH_2,Smooth,106,0,106,2,0,127,25000,0.6021,0,46.1,3.53,0,1,13,3
2023-03-27,PN002,Truck,Truck_T1,WH_3,Smooth,56,0,56,2,0,120,25000,0.6123,0,46.1,3.53,0,1,13,3
2023-03-27,PN003,EV,EV_E2,WH_4,Intermittent,26,24,2,353,0,123,25000,0.5688,0,46.1,3.53,0,1,13,3
2023-03-27,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,42,39,3,153,0,120,25000,0.9588,0,46.1,3.53,0,1,13,3
2023-03-27,PN005,Passenger,Hatch_C,WH_2,Erratic,79,0,79,2,0,90,25000,0.6621,0,46.1,3.53,0,1,13,3
2023-03-27,PN006,SUV,SUV_X,WH_3,Erratic,122,0,122,2,0,93,25000,0.6714,0,46.1,3.53,0,1,13,3
2023-03-27,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9669,0,46.1,3.53,0,1,13,3
2023-03-27,PN008,EV,EV_E1,WH_1,Lumpy,159,1,158,2,0,52,25000,0.6194,0,46.1,3.53,0,1,13,3
2023-03-28,PN000,Passenger,Sedan_A,WH_1,Smooth,153,0,153,2,0,120,25000,0.8232,0,46.1,3.53,0,2,13,3
2023-03-28,PN001,SUV,SUV_Y,WH_2,Smooth,104,0,104,2,0,127,25000,0.5707,0,46.1,3.53,0,2,13,3
2023-03-28,PN002,Truck,Truck_T1,WH_3,Smooth,64,0,64,2,0,120,25000,0.6245,0,46.1,3.53,0,2,13,3
2023-03-28,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,353,0,123,25000,0.5847,0,46.1,3.53,0,2,13,3
2023-03-28,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,153,0,120,25000,0.9935,0,46.1,3.53,0,2,13,3
2023-03-28,PN005,Passenger,Hatch_C,WH_2,Erratic,78,0,78,2,0,90,25000,0.6722,0,46.1,3.53,0,2,13,3
2023-03-28,PN006,SUV,SUV_X,WH_3,Erratic,68,0,68,2,0,93,25000,0.6797,0,46.1,3.53,0,2,13,3
2023-03-28,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9303,0,46.1,3.53,0,2,13,3
2023-03-28,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6226,0,46.1,3.53,0,2,13,3
2023-03-29,PN000,Passenger,Sedan_A,WH_1,Smooth,145,0,145,2,0,120,25000,0.7957,0,46.1,3.53,0,3,13,3
2023-03-29,PN001,SUV,SUV_Y,WH_2,Smooth,106,0,106,2,0,127,25000,0.5711,0,46.1,3.53,0,3,13,3
2023-03-29,PN002,Truck,Truck_T1,WH_3,Smooth,42,0,42,2,0,120,25000,0.6232,0,46.1,3.53,0,3,13,3
2023-03-29,PN003,EV,EV_E2,WH_4,Intermittent,24,22,2,331,0,123,25000,0.6001,0,46.1,3.53,0,3,13,3
2023-03-29,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,28,26,2,127,0,120,25000,0.9672,0,46.1,3.53,0,3,13,3
2023-03-29,PN005,Passenger,Hatch_C,WH_2,Erratic,127,0,127,2,0,90,25000,0.692,0,46.1,3.53,0,3,13,3
2023-03-29,PN006,SUV,SUV_X,WH_3,Erratic,53,0,53,2,0,93,25000,0.6794,0,46.1,3.53,0,3,13,3
2023-03-29,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.973,0,46.1,3.53,0,3,13,3
2023-03-29,PN008,EV,EV_E1,WH_1,Lumpy,1094,0,1094,2,0,52,25000,0.582,0,46.1,3.53,0,3,13,3
2023-03-30,PN000,Passenger,Sedan_A,WH_1,Smooth,142,0,142,2,0,120,25000,0.8073,0,46.1,3.53,0,4,13,3
2023-03-30,PN001,SUV,SUV_Y,WH_2,Smooth,98,0,98,2,0,127,25000,0.6036,0,46.1,3.53,0,4,13,3
2023-03-30,PN002,Truck,Truck_T1,WH_3,Smooth,59,0,59,2,0,120,25000,0.5966,0,46.1,3.53,0,4,13,3
2023-03-30,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,331,0,123,25000,0.632,0,46.1,3.53,0,4,13,3
2023-03-30,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,42,39,3,88,0,120,25000,0.9825,0,46.1,3.53,0,4,13,3
2023-03-30,PN005,Passenger,Hatch_C,WH_2,Erratic,99,0,99,2,0,90,25000,0.6354,0,46.1,3.53,0,4,13,3
2023-03-30,PN006,SUV,SUV_X,WH_3,Erratic,95,0,95,2,0,93,25000,0.7155,0,46.1,3.53,0,4,13,3
2023-03-30,PN007,Truck,Truck_T2,WH_4,Lumpy,68,0,68,2,0,58,25000,1.0,0,46.1,3.53,0,4,13,3
2023-03-30,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6289,0,46.1,3.53,0,4,13,3
2023-03-31,PN000,Passenger,Sedan_A,WH_1,Smooth,145,0,145,2,0,120,25000,0.7824,0,46.1,3.53,0,5,13,3
2023-03-31,PN001,SUV,SUV_Y,WH_2,Smooth,93,0,93,2,0,127,25000,0.6105,0,46.1,3.53,0,5,13,3
2023-03-31,PN002,Truck,Truck_T1,WH_3,Smooth,66,0,66,2,0,120,25000,0.5888,0,46.1,3.53,0,5,13,3
2023-03-31,PN003,EV,EV_E2,WH_4,Intermittent,34,31,3,300,0,123,25000,0.5935,0,46.1,3.53,0,5,13,3
2023-03-31,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,88,0,120,25000,0.9597,0,46.1,3.53,0,5,13,3
2023-03-31,PN005,Passenger,Hatch_C,WH_2,Erratic,431,0,431,2,0,90,25000,0.6292,0,46.1,3.53,0,5,13,3
2023-03-31,PN006,SUV,SUV_X,WH_3,Erratic,99,0,99,2,0,93,25000,0.6961,0,46.1,3.53,0,5,13,3
2023-03-31,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9801,0,46.1,3.53,0,5,13,3
2023-03-31,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6012,0,46.1,3.53,0,5,13,3
2023-04-01,PN000,Passenger,Sedan_A,WH_1,Smooth,179,0,179,2,130,120,25000,0.8368,1,55.8,3.65,0,6,13,4
2023-04-01,PN001,SUV,SUV_Y,WH_2,Smooth,127,0,127,2,179,127,25000,0.6207,1,55.8,3.65,0,6,13,4
2023-04-01,PN002,Truck,Truck_T1,WH_3,Smooth,66,0,66,2,140,120,25000,0.6393,1,55.8,3.65,0,6,13,4
2023-04-01,PN003,EV,EV_E2,WH_4,Intermittent,28,26,2,274,65,123,25000,0.5509,1,55.8,3.65,0,6,13,4
2023-04-01,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,88,107,120,25000,1.0,1,55.8,3.65,0,6,13,4
2023-04-01,PN005,Passenger,Hatch_C,WH_2,Erratic,145,0,145,2,64,90,25000,0.6292,1,55.8,3.65,0,6,13,4
2023-04-01,PN006,SUV,SUV_X,WH_3,Erratic,97,0,97,2,94,93,25000,0.7309,1,55.8,3.65,0,6,13,4
2023-04-01,PN007,Truck,Truck_T2,WH_4,Lumpy,835,0,835,2,51,58,25000,1.0,1,55.8,3.65,0,6,13,4
2023-04-01,PN008,EV,EV_E1,WH_1,Lumpy,400,0,400,2,130,52,25000,0.6167,1,55.8,3.65,0,6,13,4
2023-04-02,PN000,Passenger,Sedan_A,WH_1,Smooth,181,0,181,21,111,120,25000,0.8271,1,55.8,3.65,0,7,13,4
2023-04-02,PN001,SUV,SUV_Y,WH_2,Smooth,133,0,133,28,153,127,25000,0.5446,1,55.8,3.65,0,7,13,4
2023-04-02,PN002,Truck,Truck_T1,WH_3,Smooth,70,0,70,22,120,120,25000,0.6225,1,55.8,3.65,0,7,13,4
2023-04-02,PN003,EV,EV_E2,WH_4,Intermittent,30,28,2,255,56,123,25000,0.5975,1,55.8,3.65,0,7,13,4
2023-04-02,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,103,92,120,25000,1.0,1,55.8,3.65,0,7,13,4
2023-04-02,PN005,Passenger,Hatch_C,WH_2,Erratic,117,0,117,11,55,90,25000,0.6209,1,55.8,3.65,0,7,13,4
2023-04-02,PN006,SUV,SUV_X,WH_3,Erratic,152,0,152,15,81,93,25000,0.6903,1,55.8,3.65,0,7,13,4
2023-04-02,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,9,44,58,25000,0.9205,1,55.8,3.65,0,7,13,4
2023-04-02,PN008,EV,EV_E1,WH_1,Lumpy,159,0,159,21,111,52,25000,0.6147,1,55.8,3.65,0,7,13,4
2023-04-03,PN000,Passenger,Sedan_A,WH_1,Smooth,183,18,165,18,96,120,25000,0.7688,1,55.8,3.65,0,1,14,4
2023-04-03,PN001,SUV,SUV_Y,WH_2,Smooth,138,25,113,24,132,127,25000,0.6288,1,55.8,3.65,0,1,14,4
2023-04-03,PN002,Truck,Truck_T1,WH_3,Smooth,68,19,49,20,103,120,25000,0.65,1,55.8,3.65,0,1,14,4
2023-04-03,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,263,48,123,25000,0.566,1,55.8,3.65,0,1,14,4
2023-04-03,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,116,79,120,25000,1.0,1,55.8,3.65,0,1,14,4
2023-04-03,PN005,Passenger,Hatch_C,WH_2,Erratic,111,10,101,9,47,90,25000,0.6409,1,55.8,3.65,0,1,14,4
2023-04-03,PN006,SUV,SUV_X,WH_3,Erratic,80,14,66,13,69,93,25000,0.701,1,55.8,3.65,0,1,14,4
2023-04-03,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,16,37,58,25000,0.9483,1,55.8,3.65,0,1,14,4
2023-04-03,PN008,EV,EV_E1,WH_1,Lumpy,4890,18,4872,18,96,52,25000,0.6189,1,55.8,3.65,0,1,14,4
2023-04-04,PN000,Passenger,Sedan_A,WH_1,Smooth,186,16,170,16,82,120,25000,0.7736,1,55.8,3.65,0,2,14,4
2023-04-04,PN001,SUV,SUV_Y,WH_2,Smooth,139,22,117,21,113,127,25000,0.5696,1,55.8,3.65,0,2,14,4
2023-04-04,PN002,Truck,Truck_T1,WH_3,Smooth,67,18,49,17,88,120,25000,0.6239,1,55.8,3.65,0,2,14,4
2023-04-04,PN003,EV,EV_E2,WH_4,Intermittent,24,22,2,248,41,123,25000,0.5713,1,55.8,3.65,0,2,14,4
2023-04-04,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,42,39,3,89,67,120,25000,0.9979,1,55.8,3.65,0,2,14,4
2023-04-04,PN005,Passenger,Hatch_C,WH_2,Erratic,140,7,133,9,40,90,25000,0.6323,1,55.8,3.65,0,2,14,4
2023-04-04,PN006,SUV,SUV_X,WH_3,Erratic,120,11,109,12,59,93,25000,0.7339,1,55.8,3.65,0,2,14,4
2023-04-04,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,21,32,58,25000,0.9745,1,55.8,3.65,0,2,14,4
2023-04-04,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,32,82,52,25000,0.6111,1,55.8,3.65,0,2,14,4
2023-04-05,PN000,Passenger,Sedan_A,WH_1,Smooth,200,15,185,13,70,120,25000,0.8104,1,55.8,3.65,0,3,14,4
2023-04-05,PN001,SUV,SUV_Y,WH_2,Smooth,154,19,135,18,97,127,25000,0.6263,1,55.8,3.65,0,3,14,4
2023-04-05,PN002,Truck,Truck_T1,WH_3,Smooth,71,15,56,14,76,120,25000,0.6379,1,55.8,3.65,0,3,14,4
2023-04-05,PN003,EV,EV_E2,WH_4,Intermittent,20,18,2,236,35,123,25000,0.5843,1,55.8,3.65,0,3,14,4
2023-04-05,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,98,58,120,25000,1.0,1,55.8,3.65,0,3,14,4
2023-04-05,PN005,Passenger,Hatch_C,WH_2,Erratic,147,7,140,7,35,90,25000,0.6088,1,55.8,3.65,0,3,14,4
2023-04-05,PN006,SUV,SUV_X,WH_3,Erratic,112,10,102,10,51,93,25000,0.6604,1,55.8,3.65,0,3,14,4
2023-04-05,PN007,Truck,Truck_T2,WH_4,Lumpy,331,18,313,7,28,58,25000,0.9697,1,55.8,3.65,0,3,14,4
2023-04-05,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,44,70,52,25000,0.6025,1,55.8,3.65,0,3,14,4
2023-04-06,PN000,Passenger,Sedan_A,WH_1,Smooth,187,11,176,12,60,120,25000,0.818,1,55.8,3.65,0,4,14,4
2023-04-06,PN001,SUV,SUV_Y,WH_2,Smooth,148,16,132,16,83,127,25000,0.6066,1,55.8,3.65,0,4,14,4
2023-04-06,PN002,Truck,Truck_T1,WH_3,Smooth,81,13,68,12,65,120,25000,0.638,1,55.8,3.65,0,4,14,4
2023-04-06,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,241,30,123,25000,0.5506,1,55.8,3.65,0,4,14,4
2023-04-06,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,106,50,120,25000,0.9922,1,55.8,3.65,0,4,14,4
2023-04-06,PN005,Passenger,Hatch_C,WH_2,Erratic,116,6,110,6,30,90,25000,0.6185,1,55.8,3.65,0,4,14,4
2023-04-06,PN006,SUV,SUV_X,WH_3,Erratic,56,9,47,9,43,93,25000,0.7039,1,55.8,3.65,0,4,14,4
2023-04-06,PN007,Truck,Truck_T2,WH_4,Lumpy,319,6,313,5,24,58,25000,0.9337,1,55.8,3.65,0,4,14,4
2023-04-06,PN008,EV,EV_E1,WH_1,Lumpy,1318,40,1278,14,60,52,25000,0.6134,1,55.8,3.65,0,4,14,4
2023-04-07,PN000,Passenger,Sedan_A,WH_1,Smooth,192,10,182,10,52,120,25000,0.777,1,55.8,3.65,0,5,14,4
2023-04-07,PN001,SUV,SUV_Y,WH_2,Smooth,134,15,119,13,71,127,25000,0.5986,1,55.8,3.65,0,5,14,4
2023-04-07,PN002,Truck,Truck_T1,WH_3,Smooth,83,11,72,10,56,120,25000,0.6443,1,55.8,3.65,0,5,14,4
2023-04-07,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,245,26,123,25000,0.58,1,55.8,3.65,0,5,14,4
2023-04-07,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,114,42,120,25000,0.9595,1,55.8,3.65,0,5,14,4
2023-04-07,PN005,Passenger,Hatch_C,WH_2,Erratic,125,5,120,6,25,90,25000,0.6318,1,55.8,3.65,0,5,14,4
2023-04-07,PN006,SUV,SUV_X,WH_3,Erratic,64,7,57,8,37,93,25000,0.6661,1,55.8,3.65,0,5,14,4
2023-04-07,PN007,Truck,Truck_T2,WH_4,Lumpy,80,4,76,5,20,58,25000,0.9373,1,55.8,3.65,0,5,14,4
2023-04-07,PN008,EV,EV_E1,WH_1,Lumpy,126,12,114,10,52,52,25000,0.6088,1,55.8,3.65,0,5,14,4
2023-04-08,PN000,Passenger,Sedan_A,WH_1,Smooth,209,9,200,9,44,120,25000,0.8176,1,55.8,3.65,0,6,14,4
2023-04-08,PN001,SUV,SUV_Y,WH_2,Smooth,143,12,131,11,61,127,25000,0.6151,1,55.8,3.65,0,6,14,4
2023-04-08,PN002,Truck,Truck_T1,WH_3,Smooth,71,9,62,9,48,120,25000,0.6384,1,55.8,3.65,0,6,14,4
2023-04-08,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,249,22,123,25000,0.5753,1,55.8,3.65,0,6,14,4
2023-04-08,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,120,36,120,25000,0.987,1,55.8,3.65,0,6,14,4
2023-04-08,PN005,Passenger,Hatch_C,WH_2,Erratic,92,4,88,5,22,90,25000,0.6238,1,55.8,3.65,0,6,14,4
2023-04-08,PN006,SUV,SUV_X,WH_3,Erratic,110,6,104,7,32,93,25000,0.6873,1,55.8,3.65,0,6,14,4
2023-04-08,PN007,Truck,Truck_T2,WH_4,Lumpy,200,3,197,5,17,58,25000,0.9448,1,55.8,3.65,0,6,14,4
2023-04-08,PN008,EV,EV_E1,WH_1,Lumpy,1235,9,1226,9,44,52,25000,0.5895,1,55.8,3.65,0,6,14,4
2023-04-09,PN000,Passenger,Sedan_A,WH_1,Smooth,192,7,185,8,38,120,25000,0.8082,1,55.8,3.65,0,7,14,4
2023-04-09,PN001,SUV,SUV_Y,WH_2,Smooth,138,10,128,10,52,127,25000,0.6039,1,55.8,3.65,0,7,14,4
2023-04-09,PN002,Truck,Truck_T1,WH_3,Smooth,83,8,75,8,41,120,25000,0.6877,1,55.8,3.65,0,7,14,4
2023-04-09,PN003,EV,EV_E2,WH_4,Intermittent,26,24,2,228,19,123,25000,0.5486,1,55.8,3.65,0,7,14,4
2023-04-09,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,125,31,120,25000,0.9899,1,55.8,3.65,0,7,14,4
2023-04-09,PN005,Passenger,Hatch_C,WH_2,Erratic,89,4,85,4,19,90,25000,0.6168,1,55.8,3.65,0,7,14,4
2023-04-09,PN006,SUV,SUV_X,WH_3,Erratic,178,6,172,6,27,93,25000,0.6884,1,55.8,3.65,0,7,14,4
2023-04-09,PN007,Truck,Truck_T2,WH_4,Lumpy,61,3,58,4,15,58,25000,0.9643,1,55.8,3.65,0,7,14,4
2023-04-09,PN008,EV,EV_E1,WH_1,Lumpy,29,7,22,8,38,52,25000,0.6233,1,55.8,3.65,0,7,14,4
2023-04-10,PN000,Passenger,Sedan_A,WH_1,Smooth,203,7,196,7,32,120,25000,0.7974,1,55.8,3.65,0,1,15,4
2023-04-10,PN001,SUV,SUV_Y,WH_2,Smooth,139,8,131,9,45,127,25000,0.6024,1,55.8,3.65,0,1,15,4
2023-04-10,PN002,Truck,Truck_T1,WH_3,Smooth,73,7,66,7,35,120,25000,0.6178,1,55.8,3.65,0,1,15,4
2023-04-10,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,231,16,123,25000,0.5475,1,55.8,3.65,0,1,15,4
2023-04-10,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,129,27,120,25000,0.9794,1,55.8,3.65,0,1,15,4
2023-04-10,PN005,Passenger,Hatch_C,WH_2,Erratic,151,3,148,4,16,90,25000,0.6376,1,55.8,3.65,0,1,15,4
2023-04-10,PN006,SUV,SUV_X,WH_3,Erratic,129,4,125,6,23,93,25000,0.6976,1,55.8,3.65,0,1,15,4
2023-04-10,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,6,13,58,25000,0.9824,1,55.8,3.65,0,1,15,4
2023-04-10,PN008,EV,EV_E1,WH_1,Lumpy,231,7,224,7,32,52,25000,0.6017,1,55.8,3.65,0,1,15,4
2023-04-11,PN000,Passenger,Sedan_A,WH_1,Smooth,187,5,182,6,28,120,25000,0.8014,1,55.8,3.65,0,2,15,4
2023-04-11,PN001,SUV,SUV_Y,WH_2,Smooth,142,8,134,8,38,127,25000,0.5718,1,55.8,3.65,0,2,15,4
2023-04-11,PN002,Truck,Truck_T1,WH_3,Smooth,82,6,76,6,30,120,25000,0.6372,1,55.8,3.65,0,2,15,4
2023-04-11,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,233,14,123,25000,0.5616,1,55.8,3.65,0,2,15,4
2023-04-11,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,133,23,120,25000,1.0,1,55.8,3.65,0,2,15,4
2023-04-11,PN005,Passenger,Hatch_C,WH_2,Erratic,139,3,136,3,14,90,25000,0.6716,1,55.8,3.65,0,2,15,4
2023-04-11,PN006,SUV,SUV_X,WH_3,Erratic,50,4,46,5,20,93,25000,0.6924,1,55.8,3.65,0,2,15,4
2023-04-11,PN007,Truck,Truck_T2,WH_4,Lumpy,190,5,185,3,11,58,25000,0.9508,1,55.8,3.65,0,2,15,4
2023-04-11,PN008,EV,EV_E1,WH_1,Lumpy,320,5,315,6,28,52,25000,0.6061,1,55.8,3.65,0,2,15,4
2023-04-12,PN000,Passenger,Sedan_A,WH_1,Smooth,194,5,189,5,24,120,25000,0.8134,1,55.8,3.65,0,3,15,4
2023-04-12,PN001,SUV,SUV_Y,WH_2,Smooth,145,6,139,7,33,127,25000,0.5999,1,55.8,3.65,0,3,15,4
2023-04-12,PN002,Truck,Truck_T1,WH_3,Smooth,72,5,67,5,26,120,25000,0.6151,1,55.8,3.65,0,3,15,4
2023-04-12,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,235,12,123,25000,0.5868,1,55.8,3.65,0,3,15,4
2023-04-12,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,48,45,3,91,20,120,25000,1.0,1,55.8,3.65,0,3,15,4
2023-04-12,PN005,Passenger,Hatch_C,WH_2,Erratic,139,2,137,3,12,90,25000,0.6383,1,55.8,3.65,0,3,15,4
2023-04-12,PN006,SUV,SUV_X,WH_3,Erratic,2,1,1,7,17,93,25000,0.6631,1,55.8,3.65,0,3,15,4
2023-04-12,PN007,Truck,Truck_T2,WH_4,Lumpy,1088,2,1086,3,9,58,25000,0.9804,1,55.8,3.65,0,3,15,4
2023-04-12,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,10,24,52,25000,0.5911,1,55.8,3.65,0,3,15,4
2023-04-13,PN000,Passenger,Sedan_A,WH_1,Smooth,186,4,182,5,20,120,25000,0.8107,1,55.8,3.65,0,4,15,4
2023-04-13,PN001,SUV,SUV_Y,WH_2,Smooth,138,6,132,6,28,127,25000,0.6093,1,55.8,3.65,0,4,15,4
2023-04-13,PN002,Truck,Truck_T1,WH_3,Smooth,73,4,69,5,22,120,25000,0.5886,1,55.8,3.65,0,4,15,4
2023-04-13,PN003,EV,EV_E2,WH_4,Intermittent,17,15,2,222,10,123,25000,0.5771,1,55.8,3.65,0,4,15,4
2023-04-13,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,94,17,120,25000,1.0,1,55.8,3.65,0,4,15,4
2023-04-13,PN005,Passenger,Hatch_C,WH_2,Erratic,133,2,131,3,10,90,25000,0.658,1,55.8,3.65,0,4,15,4
2023-04-13,PN006,SUV,SUV_X,WH_3,Erratic,135,5,130,4,15,93,25000,0.6985,1,55.8,3.65,0,4,15,4
2023-04-13,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,4,8,58,25000,0.9317,1,55.8,3.65,0,4,15,4
2023-04-13,PN008,EV,EV_E1,WH_1,Lumpy,270,9,261,5,20,52,25000,0.6319,1,55.8,3.65,0,4,15,4
2023-04-14,PN000,Passenger,Sedan_A,WH_1,Smooth,192,3,189,4,18,120,25000,0.8146,1,55.8,3.65,0,5,15,4
2023-04-14,PN001,SUV,SUV_Y,WH_2,Smooth,148,4,144,6,24,127,25000,0.5822,1,55.8,3.65,0,5,15,4
